"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-02-02 00:00:00","3320 N 11TH ST, MILWAUKEE, WI, 53206-2830","Street Light Out","2025-02-03 00:00:00","Light has been out for 3 nights"
"2025-02-02 00:00:00","4225 W THURSTON AV, MILWAUKEE, WI, 53209-3956","City Tree Down","2025-02-03 00:00:00","CITY TREE DOWN BLOCKING TRAFFIC"
"2025-02-02 00:00:00","1117 W MADISON ST, MILWAUKEE, WI, 53204-2218","Bulky Pickup & San Inspector Notification","2025-02-03 00:00:00","Lots of bags next to garbage can and a couple mattresses"
"2025-02-02 00:00:00","8221 W LORRAINE PL, MILWAUKEE, WI, 53222-4848","Interior of Building in Disrepair","","I have been experiencing health issues since moving into this house in October. There is a storage room in the basement that has a very musty and mildew-like odor. You can’t see the source of the moisture, but you can smell it. In mid-December I first reported it to him. At first my landlord was very responsive and seemed to care. The first mold specialist that he sent looked at the room and said “oh, it’s a safe mold, if there is any mold” and did no testing whatsoever. Weeks later, I do my own mold testing and pay for it out of my own pocket. I followed the instructions exactly and tested in various areas in the room. Including by the pipe, by the walls (where the first mold specialist assumed there could be mold.) My testing showed Aspergillus, Penicillium, and Cladosporium was found. One of the samples I did right by the pipe and wall, and that was the most severe. I go to my landlord with all this information and share the reports and he sends a second mold specialist out to do his own testing. That was almost 3 weeks ago on January 13th and I haven’t heard one thing in response from my landlord about the results or any remediation plans. I think this is an uninhabitable condition for ME and MY family. I must be particularly sensitive to molds. A lot of people are so I’m not sure why everyone is downplaying this and not doing any further investigation. My dog is constantly itchy and can’t even stay at the house anymore. I am done being ignored by my landlord and I’m ready to figure out a solution or get me out of this house."
"2025-02-01 00:00:00","2496 W FOND DU LAC AV, MILWAUKEE, WI, 53206-1015","Street Light Out","2025-02-02 00:00:00","Area dark south of Tamarack southbound"
"2025-02-01 00:00:00","801 E RESERVOIR AV, MILWAUKEE, WI, 53212-3482","Graffiti","","located in kadish Park at the band shell"
"2025-01-31 00:00:00","9034 W METCALF PL, MILWAUKEE, WI, 53222-2752","Christmas Tree Pickup (DO NOT USE)","2025-01-31 00:00:00",""
"2025-01-31 00:00:00","2625 S 70TH ST, MILWAUKEE, WI, 53219-2508","Recycling Cart: No Cart","","The cart has been missing since was damaged for over 1 week. I'm sure it was picked up to be recycled itself. Please replace, as I don't want to harbor refuse in the garage. I already have a mouse problem"
"2025-01-31 00:00:00","3724 S HOWELL AV, MILWAUKEE, WI, 53207-3839","Christmas Tree Pickup (DO NOT USE)","",""
"2025-01-31 00:00:00","1632 S 7TH ST, MILWAUKEE, WI, 53204-3412","Scattered Litter and Debris on Private Property","2025-01-31 00:00:00","SCATTERED TRASH"
"2025-01-31 00:00:00","1314 W WASHINGTON ST, MILWAUKEE, WI, 53204-0000","Scattered Litter and Debris on Private Property","","SCATERED TRASH"
"2025-01-31 00:00:00","3906 N SHERMAN BL, MILWAUKEE, WI, 53216-0000","Scattered Litter and Debris on Private Property","2025-01-31 00:00:00","SCATTERED DEBRIS."
"2025-01-31 00:00:00","1923 N 24TH ST, MILWAUKEE, WI, 53205-1433","Scattered Litter and Debris on Private Property","","SCATTERED DEBRIS."
"2025-01-31 00:00:00","2444 N 40TH ST, MILWAUKEE, WI, 53210-3015","Garbage Cart: Missing","","DUPLEX NO G CARTS//"
"2025-01-31 00:00:00","3233 W JUNEAU AV, MILWAUKEE, WI, 53208-0000","Large Items Discarded on Private Property","","LARGE DEBRIS SCATTERED ALONG GARAGE.   ABANDONED, SMASHED VEHICLE IN FRONT OF GARAGE."
"2025-01-31 00:00:00","2261 W MANGOLD AV, MILWAUKEE, WI, 53221-4949","Christmas Tree Pickup (DO NOT USE)","","Plain"
"2025-01-31 00:00:00","2444 N 40TH ST, MILWAUKEE, WI, 53210-3015","Recycling Cart: No Cart","","NEW TENANTS NO R CART AT LOCATION"
"2025-01-31 00:00:00","2739 N 33RD ST, MILWAUKEE, WI, 53210-2514","Scattered Litter and Debris on Private Property","","SCATTERED DEBRIS THROUGHOUT."
"2025-01-31 00:00:00","3130 N 44TH ST, MILWAUKEE, WI, 53216-3540","Scattered Litter and Debris on Private Property","2025-01-31 00:00:00","litter and debris near garage"
"2025-01-31 00:00:00","3324 W CENTER ST, MILWAUKEE, WI, 53210-2531","Large Items Discarded on Private Property","","SCATTERED CONSTRUCTION THROUGHOUT."
"2025-01-31 00:00:00","2116 W NEIL PL, MILWAUKEE, WI, 53209-5028","Garbage Cart: No Cart","","SFH, CALLER STATES G CART IS NO LONGER ON SITE"
"2025-01-31 00:00:00","139 E KILBOURN AV, MILWAUKEE, WI, 53202-3125","INFO ONLY: Miscellaneous Information Request","2025-01-31 00:00:00","winter parking rules info"
"2025-01-31 00:00:00","5171 N 69TH ST, MILWAUKEE, WI, 53218-3913","Exterior of Building in Disrepair","2025-01-31 00:00:00","Broken glass and debris in alley outside of garage. Garage door is left open with light on 24 hours per day at times. All four exterior walls of house need repair."
"2025-01-31 00:00:00","4926 W HOYT PL, MILWAUKEE, WI, 53216-2331","Christmas Tree Pickup (DO NOT USE)","","REQUESTING A CHRISTMAS TREE PICKUP"
"2025-01-31 00:00:00","3459 N 84TH ST, MILWAUKEE, WI, 53222-3759","Missed Collection: Additional Items","2025-01-31 00:00:00","2 flocked /painted xmas trees that cannot be composted and must be collected as garbage, 1 red, 1 blue, please collect"
"2025-01-31 00:00:00","3625 N 55TH ST, MILWAUKEE, WI, 53216-2811","Garbage Cart: Damaged","","lid broken"
"2025-01-31 00:00:00","3321 N 21ST ST, MILWAUKEE, WI, 53206-1708","Garbage Cart: Missing","","Duplex missing 2 GC's- Please add address"
"2025-01-31 00:00:00","3300 W BURLEIGH ST, MILWAUKEE, WI, 53210-1906","Potholes","","from 35th to Hopkins both directions 42"
"2025-01-31 00:00:00","3321 N 21ST ST, MILWAUKEE, WI, 53206-1708","Recycling Cart: Missing","","Duplex missing 2 RC's- Please add address"
"2025-01-31 00:00:00","4609 S 13TH ST, MILWAUKEE, WI, 53221-2403","Missed Collection: Recycling","","asl route, has not been collected rec#5255933"
"2025-01-31 00:00:00","3722 N 25TH ST, MILWAUKEE, WI, 53206-1331","Interior of Building in Disrepair","","POSSIBLE RETALIATION - Says landlord is retaliating for prior complaints made against them"
"2025-01-31 00:00:00","2556 S 29TH ST, MILWAUKEE, WI, 53215-2905","Dead Animal","","Dead possum, middle of street."
"2025-01-30 00:00:00","2154 S 14TH ST, MILWAUKEE, WI, 53215-0000","Recycling Cart: Damaged","","4 units: Received replacement notice for one of the carts, lid is off the cart."
"2025-01-30 00:00:00","1576 W NATIONAL AV, MILWAUKEE, WI, 53204-0000","INFO ONLY: Sewers Information","2025-01-30 00:00:00",""
"2025-01-30 00:00:00","6193 N 84TH ST, MILWAUKEE, WI, 53225-0000","Scattered Litter and Debris on Private Property","2025-01-31 00:00:00","Says apt has 4 g-carts not being set out, so often not emptied, and extra bags keep accumulating outside carts always scattering all over creating nuisances for neighbor."
"2025-01-30 00:00:00","2168 S 14TH ST, MILWAUKEE, WI, 53215-2716","Nuisance Vehicle on Private Property","2025-01-31 00:00:00","Red car parked in alley parking that we own"
"2025-01-30 00:00:00","5739 N 37TH ST, MILWAUKEE, WI, 53209-4015","Sanitation Inspector Callback","","Caller states he received a contaminated r-cart violation. He states there is not contaminates in his r-cart. He states r-crew collected r-cart. He wants to discuss issue with inspector"
"2025-01-30 00:00:00","4121 W EGGERT PL, MILWAUKEE, WI, 53209-5220","Special Pickup - Accident Debris","2025-01-31 00:00:00","bumper, grill and other car parts"
"2025-01-30 00:00:00","418 E LOCUST ST, MILWAUKEE, WI, 53212-2526","Clogged Catch Basin/Surface Flooding","","Operator contacted M5 at 708-7339."
"2025-01-30 00:00:00","2751 S CHASE AV, MILWAUKEE, WI, 53207-1450","Clogged Catch Basin/Surface Flooding","2025-01-30 00:00:00","Operator contacted M5 at 708-7339."
"2025-01-30 00:00:00","232 W VAN NORMAN AV, MILWAUKEE, WI, 53207-5836","Street Light Cycling","2025-01-31 00:00:00",""
"2025-01-30 00:00:00","234 W ALLERTON AV, MILWAUKEE, WI, 53207-4912","Clogged Catch Basin/Surface Flooding","","North East corner"
"2025-01-30 00:00:00","2912 S MABBETT AV, MILWAUKEE, WI, 53207-2525","Street Light Out","2025-01-30 00:00:00","Street lights out 2 nights straight."
"2025-01-30 00:00:00","2972 S MABBETT AV, MILWAUKEE, WI, 53207-2525","Street Light Out","2025-01-30 00:00:00","Street light out between 2978-2972 S Mabbett  (right by the alley entrance)."
"2025-01-30 00:00:00","5311 S HOWELL AV, MILWAUKEE, WI, 53207-0000","Potholes","","Right-most southbound thru lane just before grange intersection has pothole damage across the entire lane."
"2025-01-30 00:00:00","202 E HAMPTON AV","Potholes","","There are two potholes located near the Oak Leaf Trail crosswalk on Hampton Ave. One is in the westbound lane after a car passes the crosswalk, and the other is in eastbound lane after a car passes the crosswalk (near the Dairy Queen entrance)."
"2025-01-30 00:00:00","2339 E BENNETT AV, MILWAUKEE, WI, 53207-2919","Street Light Out","2025-01-30 00:00:00","Street lights out on Bennett and Meredith. This was following a We Energies outage on Tuesday night."
"2025-01-30 00:00:00","127 S 44TH ST, MILWAUKEE, WI, 53214-0000","Street Light Cycling","2025-01-31 00:00:00","Multiple lights cycling on this road"
"2025-01-30 00:00:00","8630 W MORGAN AV, MILWAUKEE, WI, 53228-1522","Street Light Out","2025-01-30 00:00:00","No street lights on block of 87th street between Morgan and Holt Ave."
"2025-01-30 00:00:00","5071 N 49TH ST, MILWAUKEE, WI, 53218-4319","Garbage Cart Collection Request: Cart Not at Collection Point","2025-01-31 00:00:00","Caller did not know collection was on Tuesdays. Cart was not put to the curb"
"2025-01-30 00:00:00","4067 N 82ND ST, MILWAUKEE, WI, 53222-1914","Missed Collection: Recycling","2025-01-31 00:00:00","Recycling was not picked up for any home on this block during the collection window. Bins are always at the right side of the home visible from the street. Please pick up as the bins are full."
"2025-01-30 00:00:00","2177 S 32ND ST, MILWAUKEE, WI, 53215-2437","Broken Branch Down - Not Blocking","2025-01-30 00:00:00","Grant St side. on the grass 3ft long"
"2025-01-30 00:00:00","3061 N BOOTH ST, MILWAUKEE, WI, 53212-2130","Bulky Pickup & San Inspector Notification","2025-01-30 00:00:00","Furniture was dumped in the alley and put against our garage. I have already made one request for pick up but it is still there. Please remove asap. Thank you."
"2025-01-30 00:00:00","3015 N 87TH ST, MILWAUKEE, WI, 53222-4732","Garbage Cart: No Cart","","SFH"
"2025-01-30 00:00:00","2941 N 36TH ST, MILWAUKEE, WI, 53210-1927","Property Not Recorded Properly","","not recording"
"2025-01-30 00:00:00","3015 N 87TH ST, MILWAUKEE, WI, 53222-4732","INFO ONLY: Miscellaneous Information Request","2025-01-30 00:00:00","milwaukee.gov/collectionday info"
"2025-01-29 00:00:00","3330 N 94TH ST, MILWAUKEE, WI, 53222-3521","Area Dark","2025-01-29 00:00:00","all lights out on 94th and Concordia"
"2025-01-29 00:00:00","425 N 4TH ST, MILWAUKEE, WI, 53203-0000","Defective Parking Meter","2025-01-29 00:00:00","Struck in single-vwhicle crash. One parking meter off its base platform"
"2025-01-29 00:00:00","8030 W SHERIDAN AV, MILWAUKEE, WI, 53218-0000","Garbage Cart Not Returned to Storage Location","","carts have been on the curb for two weeks"
"2025-01-29 00:00:00","1234 A N 44TH ST","Christmas Tree Pickup","2025-01-30 00:00:00",""
"2025-01-29 00:00:00","4707 S 13TH ST, MILWAUKEE, WI, 53221-2405","Street Light Out","","Multiple  street lights out on South 13th street, South from West Layton ave. to West Barnard ave. Both sides of street."
"2025-01-29 00:00:00","3214 N BOOTH ST, MILWAUKEE, WI, 53212-2136","Clogged Catch Basin/Surface Flooding","2025-01-29 00:00:00","think there's a water main break, street is severely flooded"
"2025-01-29 00:00:00","3534 N 96TH ST, MILWAUKEE, WI, 53222-2620","Area Dark","2025-01-29 00:00:00",""
"2025-01-29 00:00:00","2477 S HOWELL AV","Graffiti","2025-01-29 00:00:00","Graffiti all over the call box. This has been here a very long time. Don't you have a crew that is supposed to be taking care of this? Bay view is filled with Graffiti!!!"
"2025-01-29 00:00:00","3476 N BARTLETT AV, MILWAUKEE, WI, 53211-2801","Rats or Rat Harborage","","Rats in the front yard by the porch."
"2025-01-29 00:00:00","3714 N 26TH ST, MILWAUKEE, WI, 53206-1336","Garbage Cart: Missing","","Someone stole one of my garbage cans I had two and now there’s only one."
"2025-01-29 00:00:00","182 E LINCOLN AV","Graffiti","2025-01-29 00:00:00","Graffiti all over the call box ."
"2025-01-29 00:00:00","3355 N OAKLAND AV, MILWAUKEE, WI, 53211-0000","Rats or Rat Harborage","2025-01-30 00:00:00","Saw them in the alley."
"2025-01-29 00:00:00","3357 N OAKLAND AV, MILWAUKEE, WI, 53211-3012","Rats or Rat Harborage","","Saw them in the alley."
"2025-01-29 00:00:00","3350 N BARTLETT AV, MILWAUKEE, WI, 53211-3024","Rats or Rat Harborage","","Saw them in the alley."
"2025-01-29 00:00:00","3354 N BARTLETT AV, MILWAUKEE, WI, 53211-3024","Rats or Rat Harborage","2025-01-30 00:00:00","Saw them in the alley."
"2025-01-29 00:00:00","2457 N 53RD ST, MILWAUKEE, WI, 53210-2721","Garbage Cart: No Cart","","Cart missing/gone after last garbage collection."
"2025-01-29 00:00:00","1273 N 45TH ST, MILWAUKEE, WI, 53208-2736","Christmas Tree Pickup","2025-01-30 00:00:00","1 Christmas tree"
"2025-01-29 00:00:00","316 E HOWARD AV, MILWAUKEE, WI, 53207-3924","Bulky Pickup & San Inspector Notification","2025-01-29 00:00:00","I have some items near the curb for pickup. Thanks!"
"2025-01-29 00:00:00","234 W ALLERTON AV, MILWAUKEE, WI, 53207-4912","Clogged Catch Basin/Surface Flooding","","The City repaired the water main.  The storm water inlets/catch basins on 3rd & Allerton (NE & NW corners) are clogged.  3rd Street has partial flooding.  Allerton has flooding in front of driveway approaches.  Please fix the catch basins.  Thank you."
"2025-01-29 00:00:00","8242 W LUSCHER AV, MILWAUKEE, WI, 53218-3641","Trim City Tree","","The large tree on the front of my house, branches are encroaching about 8 to 10 feet from my house. There has been several large and small branches falling from the tree"
"2025-01-29 00:00:00","178 N 90TH ST, MILWAUKEE, WI, 53226-4510","INFO ONLY: Recycling Collection Day Information Request","2025-01-29 00:00:00",""
"2025-01-29 00:00:00","4572 N 40TH ST, MILWAUKEE, WI, 53209-5808","INFO ONLY: Garbage Collection Day Information Request","2025-01-29 00:00:00",""
"2025-01-29 00:00:00","4978 N 55TH ST, MILWAUKEE, WI, 53218-4231","City-Owned Vacant Lot Cleanup","2025-01-30 00:00:00","suitcases and bins and garbage dumped in the middle of the street on 55 th and Fairmount"
"2025-01-29 00:00:00","4119 N 16TH ST, MILWAUKEE, WI, 53209-6914","Dead Animal","2025-01-29 00:00:00","Dead raccoon in street"
"2025-01-29 00:00:00","178 N 90TH ST, MILWAUKEE, WI, 53226-4510","INFO ONLY: Garbage Disposal Info Request","2025-01-29 00:00:00","Tree is flocked.  Must take to self help center.  5245648"
"2025-01-29 00:00:00","5158 N SHERMAN BL, MILWAUKEE, WI, 53209-5260","Missed Collection: Recycling","2025-01-29 00:00:00",""
"2025-01-29 00:00:00","2922 S 47TH ST, MILWAUKEE, WI, 53219-3432","Christmas Tree Pickup","2025-01-30 00:00:00",""
"2025-01-29 00:00:00","2022 N BOOTH ST, MILWAUKEE, WI, 53212-3404","Christmas Tree Pickup","","4 trees have been sitting there since 12/26"
"2025-01-29 00:00:00","10415 W VILLARD AV, MILWAUKEE, WI, 53225-4028","Special Services Callback","","Pls call caller who is upset and stated wants to discuss the decision from dept which is unacceptable since when has this been an issue of the dept not collecting a christmas tree.  ucc read the notes See closed noted rec 5245648, 5242977"
"2025-01-29 00:00:00","5801 W WASHINGTON BL","Street Light Out","2025-01-29 00:00:00","Street lights are out starting at 59th and Washington to 47th and Washington Blvd."
"2025-01-29 00:00:00","3239 N 8TH ST, MILWAUKEE, WI, 53206-2803","Area Dark","","Burleigh to Keefe, 8th - 12th"
